smp = 46;
R0 = rot([1;0;0], 50/180*pi);
[x, y, z] = path_line([-0.2; -0.2; 2.5], R0, [0.4; 0.4; 0], smp);
rs = [x; y; z];
qs = nan(4, smp);
for smp_idx = 1: smp
    Rc = expm(up_hat([1;0;0]) * (-(z(smp_idx)-2.5)./max(z-2.5).*15 + 10)/180*pi);
    qs(:, smp_idx) = rot2q(R0 * Rc);
end



cost = 0.3290



-0.783869296723138,-0.300782504733637,1.30009366041955,0.365730350383387,0.535707145342689,-0.0949623355218361
-0.759108131213935,-0.290204655765835,1.22160978250681,0.349933127100788,0.551334774570221,-0.0845552449460357
-0.7302145912971,-0.279301014571803,1.13648078683104,0.333144806753217,0.569536693177443,-0.0738973316336132
-0.696562918843668,-0.267936085853845,1.04338710472662,0.315106596988178,0.591001464793602,-0.0628367537455538
-0.657233232109823,-0.255925073765392,0.940416954460624,0.295455212651523,0.616715759498972,-0.0511659863587197
-0.610796077671488,-0.242997587152512,0.824632125326291,0.273646921027551,0.648182768563051,-0.038580349932635
-0.554821846853412,-0.228714736017541,0.691078272432806,0.248783841289325,0.687920503719958,-0.0245829449069812
-0.48470813717813,-0.212279484382445,0.530420219955045,0.219214393356665,0.740652037165693,-0.00826433374486556
-0.493388741747878,-0.180080888883436,0.547631281328183,0.187013088236032,0.731342278003921,-0.00827032532034342
-0.502065107696609,-0.146832785912809,0.565192520516693,0.153359600733795,0.72241451755519,-0.00779974712337894
-0.5089881120821,-0.11297001073004,0.579204001561224,0.118523347540751,0.715276422592197,-0.00664298319567762
-0.514031580014105,-0.0786219192157703,0.58941048529794,0.0827527463067225,0.710068047255947,-0.00494553672611626
-0.517248798389214,-0.0439420954337883,0.595920814688566,0.0463449769798434,0.706742019112149,-0.00287833850178844
-0.518614194804795,-0.00907764835016397,0.598683405501542,0.00958289594773071,0.705329650065126,-0.000605281336224592
-0.518161826829362,0.0258251570664456,0.597768087323445,-0.0272526862999702,0.705797448632666,0.0017104309039793
-0.515908467747672,0.060618522068811,0.59320828269403,-0.0638783529367087,0.708128059432884,0.003904372730858
